name,aggregationType,valueType,id,code
PREP Eligible OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,gNjq3IOFtAw,
PREP Eligible OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,yu5ewvqIDgp,
PREP Eligible PG,SUM,INTEGER_ZERO_OR_POSITIVE,qTzg9wa3paC,
"PrEP_Eligible: PrEP, New Clients",SUM,INTEGER_ZERO_OR_POSITIVE,LkwWtNuVMyd,
"PrEP_Eligible: PrEP, Restart Clients",SUM,INTEGER_ZERO_OR_POSITIVE,ho3hJiQONsN,
PREP Eligible PWID,SUM,INTEGER_ZERO_OR_POSITIVE,IsOivIv88XN,
PREP Eligible SDC,SUM,INTEGER_ZERO_OR_POSITIVE,B6zgBLMCAmK,
PREP Eligible TG,SUM,INTEGER_ZERO_OR_POSITIVE,IZ2aqenvn6Y,
PREP HIV Test Pos AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,aPT2rLtZKjG,
PREP HIV Test Pos BF,SUM,INTEGER_ZERO_OR_POSITIVE,XGw2OmuYEpF,
PREP HIV Test Pos FSW,SUM,INTEGER_ZERO_OR_POSITIVE,LCeDwahlyPi,
PREP HIV Test Pos MSM,SUM,INTEGER_ZERO_OR_POSITIVE,ccedsFT78rP,
PREP HIV Test Pos OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,ClLDamKbjty,
PREP HIV Test Pos OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,sbZd8Q5vflr,
PREP HIV Test Pos PG,SUM,INTEGER_ZERO_OR_POSITIVE,F8VfYBQOdlN,
PREP HIV Test Pos PWID,SUM,INTEGER_ZERO_OR_POSITIVE,sw4ixJ1SlCS,
PREP HIV Test Pos SDC,SUM,INTEGER_ZERO_OR_POSITIVE,rCF75BmMNdS,
PREP HIV Test Pos TG,SUM,INTEGER_ZERO_OR_POSITIVE,N6fH5FQsmMi,
"PrEP_Initiation Reason: PrEP, Client has sex with more than one partner",SUM,INTEGER_ZERO_OR_POSITIVE,Vr7yklxiaxh,
"PrEP_Initiation Reason: PrEP, Engaging in transactional sex",SUM,INTEGER_ZERO_OR_POSITIVE,FN2oQl1KXsO,
"PrEP_Initiation Reason: PrEP, Inconsistent or no condom use during intercourse",SUM,INTEGER_ZERO_OR_POSITIVE,rmzH4VGEIjh,
"PrEP_Initiation Reason: PrEP, Injection drug use with shared needles",SUM,INTEGER_ZERO_OR_POSITIVE,Scrf1O3GSHR,
"PrEP_Initiation Reason: PrEP, On going IPV/ GBV",SUM,INTEGER_ZERO_OR_POSITIVE,H3NFKQLgxMs,
"PrEP_Initiation Reason: PrEP, Other Reasons",SUM,INTEGER_ZERO_OR_POSITIVE,QRl0lJGbiIq,
"PrEP_Initiation Reason: PrEP, Partner Positive",SUM,INTEGER_ZERO_OR_POSITIVE,XkCr7eA7hVm,
"PrEP_Initiation Reason: PrEP, Recent STI _last 6 mnths",SUM,INTEGER_ZERO_OR_POSITIVE,npYARuIORO9,
"PrEP_Initiation Reason: PrEP, Recurrent use of PEP",SUM,INTEGER_ZERO_OR_POSITIVE,NbcDXjF7LjK,
"PrEP_Initiation Reason: PrEP, Sero- Serodiscordant Couples trying to conceive",SUM,INTEGER_ZERO_OR_POSITIVE,PEpzwBcwcsT,
"PrEP_Initiation Reason: PrEP, Sex partner(s) high risk",SUM,INTEGER_ZERO_OR_POSITIVE,e2IQRPhdWeb,
PREP Injecting Drug PWID,SUM,INTEGER_ZERO_OR_POSITIVE,B7kldJZOd9J,
PrEP_Lenacapavir_Breastfeeding,SUM,INTEGER_ZERO_OR_POSITIVE,Ma0iufpXUJu,
PrEP_Lenacapavir_Keypop,SUM,INTEGER_ZERO_OR_POSITIVE,HtfV6FQ5tln,
PrEP_Lenacapavir_OtherAtRisk,SUM,INTEGER_ZERO_OR_POSITIVE,M2FV4xIfEMv,
PrEP_Lenacapavir_Pregnant,SUM,INTEGER_ZERO_OR_POSITIVE,aCk55BDyWlu,
PrEP_Lenacapavir_SerodiscordantCouple,SUM,INTEGER_ZERO_OR_POSITIVE,XGwwbaoeUEk,
PREP Low Risk AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,AGmsM1HRYuh,
PREP Low Risk BF,SUM,INTEGER_ZERO_OR_POSITIVE,iaFBXuqsvP9,
PREP Low Risk FSW,SUM,INTEGER_ZERO_OR_POSITIVE,DP5t3uItHXP,
PREP Low Risk MSM,SUM,INTEGER_ZERO_OR_POSITIVE,XDArfIb6Cwb,
PREP Low Risk OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,TzJiXV8I6HX,
PREP Low Risk OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,kywb2iXNVX7,
PREP Low Risk PG,SUM,INTEGER_ZERO_OR_POSITIVE,eDVBIF1laIr,
PREP Low Risk PWID,SUM,INTEGER_ZERO_OR_POSITIVE,ycYCBoLfIws,
PREP Low Risk SDC,SUM,INTEGER_ZERO_OR_POSITIVE,RakfgnkB7K4,
PREP Low Risk TG,SUM,INTEGER_ZERO_OR_POSITIVE,R8tzZJW5MVk,
PREP Month1 Pos AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,l6K7oPTP4h1,
PREP Month1 Pos BF,SUM,INTEGER_ZERO_OR_POSITIVE,fM2LXukYLhF,
PREP Month1 Pos FSW,SUM,INTEGER_ZERO_OR_POSITIVE,tQr0vbvLe5m,
PREP Month1 Pos MSM,SUM,INTEGER_ZERO_OR_POSITIVE,XTylO6YSDRj,
PREP Month1 Pos OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,BbxPJnhH3Lb,
PREP Month1 Pos OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,B8k0tKhTIV3,
PREP Month1 Pos PG,SUM,INTEGER_ZERO_OR_POSITIVE,OwQncWXAunJ,
PREP Month1 Pos PWID,SUM,INTEGER_ZERO_OR_POSITIVE,XANEDgvyL6a,
PREP Month1 Pos SDC,SUM,INTEGER_ZERO_OR_POSITIVE,eQZyl7fyZAD,
PREP Month1 Pos TG,SUM,INTEGER_ZERO_OR_POSITIVE,cXfhSIwO91p,
PREP Month1 Refill AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,GqDQoZmkXAu,
PREP Month1 Refill BF,SUM,INTEGER_ZERO_OR_POSITIVE,KAM0VTrRMEm,
PREP Month1 Refill FSW,SUM,INTEGER_ZERO_OR_POSITIVE,SfhPMPw0h9s,
PREP Month1 Refill MSM,SUM,INTEGER_ZERO_OR_POSITIVE,fs3OgDgHI16,
PREP Month1 Refill OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,PiW53mQt8lW,
PREP Month1 Refill OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,GQJ5LHQ3SRW,
PREP Month1 Refill PG,SUM,INTEGER_ZERO_OR_POSITIVE,gJn9kT6cdTM,
PREP Month1 Refill PWID,SUM,INTEGER_ZERO_OR_POSITIVE,UVtGPepmkqv,
PREP Month1 Refill SDC,SUM,INTEGER_ZERO_OR_POSITIVE,Bow3xw2q8WM,
PREP Month1 Refill TG,SUM,INTEGER_ZERO_OR_POSITIVE,LpGfe7V8eoE,
PREP Month1 Tested AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,Sy7Vsf95BnJ,
PREP Month1 Tested BF,SUM,INTEGER_ZERO_OR_POSITIVE,bFmYKVTfOQf,
PREP Month1 Tested FSW,SUM,INTEGER_ZERO_OR_POSITIVE,W5zMrJe6KaS,
PREP Month1 Tested MSM,SUM,INTEGER_ZERO_OR_POSITIVE,lv3c19Mi35l,
PREP Month1 Tested OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,Ekxk0NkuEeD,
PREP Month1 Tested OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,rFG4PwRMxDR,
PREP Month1 Tested PG,SUM,INTEGER_ZERO_OR_POSITIVE,QPk29ItCLpW,
PREP Month1 Tested PWID,SUM,INTEGER_ZERO_OR_POSITIVE,lPRR7Leg3OI,
PREP Month1 Tested SDC,SUM,INTEGER_ZERO_OR_POSITIVE,iGeF4xayJ21,
PREP Month1 Tested TG,SUM,INTEGER_ZERO_OR_POSITIVE,KLa0hmH9HRN,
PREP Month3 Pos AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,KK6BOkonDwn,
PREP Month3 Pos BF,SUM,INTEGER_ZERO_OR_POSITIVE,ysgCWxHatLp,
PREP Month3 Pos FSW,SUM,INTEGER_ZERO_OR_POSITIVE,RSE9Ny3RQVy,
PREP Month3 Pos MSM,SUM,INTEGER_ZERO_OR_POSITIVE,r9Zj9QsnEu5,
PREP Month3 Pos OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,lT1Zlbm5hnH,
PREP Month3 Pos OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,jSjDPKr9Cl1,
PREP Month3 Pos PG,SUM,INTEGER_ZERO_OR_POSITIVE,Cfsw0kNI66s,
PREP Month3 Pos PWID,SUM,INTEGER_ZERO_OR_POSITIVE,BI5b0GTR7wG,
PREP Month3 Pos SDC,SUM,INTEGER_ZERO_OR_POSITIVE,nbdHLJlSPr7,
PREP Month3 Pos TG,SUM,INTEGER_ZERO_OR_POSITIVE,szs9smfYbUy,
PREP Month3 Refill AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,WD2TsvUEXMq,
PREP Month3 Refill BF,SUM,INTEGER_ZERO_OR_POSITIVE,jc5z6LCC5Js,
PREP Month3 Refill FSW,SUM,INTEGER_ZERO_OR_POSITIVE,MWjKIiULxUt,
PREP Month3 Refill MSM,SUM,INTEGER_ZERO_OR_POSITIVE,C3uKwqRGHW2,
PREP Month3 Refill OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,KsARbLgz00R,
PREP Month3 Refill OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,ugwnwG6n464,
PREP Month3 Refill PG,SUM,INTEGER_ZERO_OR_POSITIVE,q57MVRerS55,
PREP Month3 Refill PWID,SUM,INTEGER_ZERO_OR_POSITIVE,fIigs8g56VX,
PREP Month3 Refill SDC,SUM,INTEGER_ZERO_OR_POSITIVE,w9YHfrRnu6M,
PREP Month3 Refill TG,SUM,INTEGER_ZERO_OR_POSITIVE,setPXxZLJ8T,
PREP Month3 Tested AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,ZxFeCgwyzXf,
PREP Month3 Tested BF,SUM,INTEGER_ZERO_OR_POSITIVE,eZxsF0mf0pU,
PREP Month3 Tested FSW,SUM,INTEGER_ZERO_OR_POSITIVE,r3ow2ZFFTT7,
PREP Month3 Tested MSM,SUM,INTEGER_ZERO_OR_POSITIVE,R23Bvn0CDGY,
PREP Month3 Tested OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,fqgO3ll9zg7,
PREP Month3 Tested OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,zRzOYqG7yRy,
PREP Month3 Tested PG,SUM,INTEGER_ZERO_OR_POSITIVE,lKihX6OSnb7,
PREP Month3 Tested PWID,SUM,INTEGER_ZERO_OR_POSITIVE,jlBLaxM2KHw,
PREP Month3 Tested SDC,SUM,INTEGER_ZERO_OR_POSITIVE,Vcj8AALJXOy,
PREP Month3 Tested TG,SUM,INTEGER_ZERO_OR_POSITIVE,f6iLABP0mGK,
PREP Multiple Partners AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,BeTMjbZyQao,
PREP Multiple Partners BF,SUM,INTEGER_ZERO_OR_POSITIVE,gv6FhmHSv3d,
PREP Multiple Partners FSW,SUM,INTEGER_ZERO_OR_POSITIVE,QspRTdDhkNz,
PREP Multiple Partners MSM,SUM,INTEGER_ZERO_OR_POSITIVE,VcxLZPU7BDR,
PREP Multiple Partners OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,wH7A8AuwNLv,
PREP Multiple Partners OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,GOikiT2Wy4c,
PREP Multiple Partners PG,SUM,INTEGER_ZERO_OR_POSITIVE,faha7liMz8x,
PREP Multiple Partners PWID,SUM,INTEGER_ZERO_OR_POSITIVE,z48OTtdJEwp,
PREP Multiple Partners SDC,SUM,INTEGER_ZERO_OR_POSITIVE,fzJ3tuXLQUV,
PREP Multiple Partners TG,SUM,INTEGER_ZERO_OR_POSITIVE,z4JkErQpM0w,
PREP New AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,Nz7EhR18YMK,
PREP New BF,SUM,INTEGER_ZERO_OR_POSITIVE,S8VvgOzJRkX,
PrEP_NEW_Distribution,SUM,INTEGER_ZERO_OR_POSITIVE,Ekk19IAsVbL,
PREP New FSW,SUM,INTEGER_ZERO_OR_POSITIVE,EYOQtTc1Luo,
PREP_NEW (HFR) :,SUM,INTEGER_ZERO_OR_POSITIVE,MaLtckI8ok4,
PrEP_NEW_Injectible,SUM,INTEGER_ZERO_OR_POSITIVE,vd7B83aazFk,
PREP New MSM,SUM,INTEGER_ZERO_OR_POSITIVE,JkV3QDZblU8,
PREP New OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,mSLKtkUIiXu,
PrEP_NEW_Other,SUM,INTEGER_ZERO_OR_POSITIVE,ZDpREg5UTlA,
PREP New OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,ZVlWaa7hQyp,
PREP New PG,SUM,INTEGER_ZERO_OR_POSITIVE,KFp4UYTJ4Q6,
PrEP_NEW_Preg/BF,SUM,INTEGER_ZERO_OR_POSITIVE,SecPufY3vts,
"PrEP_New: PrEP, New Clients",SUM,INTEGER_ZERO_OR_POSITIVE,VIg3ciXYUQn,
"PrEP_New: PrEP, New Clients(old)",SUM,INTEGER_ZERO_OR_POSITIVE,bZxAi35mJYO,
"PrEP_New: PrEP, Restart Clients",SUM,INTEGER_ZERO_OR_POSITIVE,IWrwW26grWh,
PREP New PWID,SUM,INTEGER_ZERO_OR_POSITIVE,mOMfbne0htO,
PREP New SDC,SUM,INTEGER_ZERO_OR_POSITIVE,KUfbLJCGou7,
Prep_New (Surge) :Prep_New,SUM,INTEGER_ZERO_OR_POSITIVE,luiMEgsYGUw,
PrEP_NEW : Targets,SUM,INTEGER_ZERO_OR_POSITIVE,AgNwTJLsSxm,
PREP New TG,SUM,INTEGER_ZERO_OR_POSITIVE,m8E8rIRW8XH,
PrEP_NEW_Type,SUM,INTEGER_ZERO_OR_POSITIVE,SRHd2muB12n,
PREP no condom AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,apISXQMXrHU,
PREP no condom BF,SUM,INTEGER_ZERO_OR_POSITIVE,iAN22vfWWdJ,
PREP no condom FSW,SUM,INTEGER_ZERO_OR_POSITIVE,xNKIkbaprNv,
PREP no condom MSM,SUM,INTEGER_ZERO_OR_POSITIVE,eg80kSlQzbk,
PREP no condom OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,wPF8fl4axH6,
PREP no condom OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,v4OHLvZQXzE,
PREP no condom PG,SUM,INTEGER_ZERO_OR_POSITIVE,Fr7q0zqId6y,
PREP no condom PWID,SUM,INTEGER_ZERO_OR_POSITIVE,zWo53LBK3Oc,
PREP no condom SDC,SUM,INTEGER_ZERO_OR_POSITIVE,ENQhzqW3BpO,
PREP no condom TG,SUM,INTEGER_ZERO_OR_POSITIVE,hHOZqRj0HpW,
PREP Nonadherence AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,clXoNHQ9kiz,
PREP Nonadherence BF,SUM,INTEGER_ZERO_OR_POSITIVE,G0ugWUqT2B6,
PREP Nonadherence FSW,SUM,INTEGER_ZERO_OR_POSITIVE,VqvIvegcMjS,
PREP Nonadherence MSM,SUM,INTEGER_ZERO_OR_POSITIVE,o3S20QJVKPy,
PREP Nonadherence OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,LD6uHn61ulp,
PREP Nonadherence OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,s0svBxtG9db,
PREP Nonadherence PG,SUM,INTEGER_ZERO_OR_POSITIVE,W46kUdE6ZuN,
PREP Nonadherence PWID,SUM,INTEGER_ZERO_OR_POSITIVE,iY2TK1HFynL,
PREP Nonadherence SDC,SUM,INTEGER_ZERO_OR_POSITIVE,h3VelFIGdRI,
PREP Nonadherence TG,SUM,INTEGER_ZERO_OR_POSITIVE,WM3kumZdkAH,
PrEP - Number Continuing (Refills) PrEP,SUM,INTEGER_ZERO_OR_POSITIVE,LSa5SXBnf9y,
PrEP - Number Currently on PrEP ( New+Refill+Restart),SUM,INTEGER_ZERO_OR_POSITIVE,uER4JCg448H,
PrEP - Number Ever Tested HIV Positive While on PrEP,SUM,INTEGER_ZERO_OR_POSITIVE,HrMh9XkI0t9,
PrEP - Number of Clients who had a Refill at  Month 1,SUM,INTEGER_ZERO_OR_POSITIVE,JxEmroRXU0d,
PrEP - Number of Clients who had a Refill at Month 3,SUM,INTEGER_ZERO_OR_POSITIVE,DRonFblbO9o,
PrEP - Number Restarting PrEP,SUM,INTEGER_ZERO_OR_POSITIVE,mb4HhBJaV7G,
PrEP - Number Stopped / Discontinued PrEP this month,SUM,INTEGER_ZERO_OR_POSITIVE,PQT8akWVDFI,
PrEP - Number Tested for HIV at Month 1 Re-fill,SUM,INTEGER_ZERO_OR_POSITIVE,aq4MNfumaLN,
PrEP - Number Tested for HIV at Month 3 Re-fill,SUM,INTEGER_ZERO_OR_POSITIVE,GeZoEwMyzTH,
PrEP - Number Tested HIV Positive at month 1 re-fill,SUM,INTEGER_ZERO_OR_POSITIVE,b4AGra5NdK1,
PrEP - Number Tested HIV Positive at month 3 re-fill,SUM,INTEGER_ZERO_OR_POSITIVE,qzZTmN1OwXT,
PREP Ongoing Ipv AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,AvZbE5Nm1zf,
PREP Ongoing Ipv BF,SUM,INTEGER_ZERO_OR_POSITIVE,Ua6AFvyFBTg,
PREP Ongoing Ipv FSW,SUM,INTEGER_ZERO_OR_POSITIVE,mCC8f7N0HZO,
PREP Ongoing Ipv MSM,SUM,INTEGER_ZERO_OR_POSITIVE,gpQaed0KGnI,
PREP Ongoing Ipv OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,xl5a9YXOgym,
PREP Ongoing Ipv OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,PQsSXG6WNQF,
PREP Ongoing Ipv PG,SUM,INTEGER_ZERO_OR_POSITIVE,bhG0V97HeNN,
PREP Ongoing Ipv PWID,SUM,INTEGER_ZERO_OR_POSITIVE,J5U5jMaMl8U,
PREP Ongoing Ipv SDC,SUM,INTEGER_ZERO_OR_POSITIVE,X2WE8gY4oLa,
PREP Ongoing Ipv TG,SUM,INTEGER_ZERO_OR_POSITIVE,ii3qm7JtIFq,
PREP Partner Refusal AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,v4X9POjHiGZ,
PREP Partner Refusal BF,SUM,INTEGER_ZERO_OR_POSITIVE,vuqhAKEff2o,
PREP Partner Refusal FSW,SUM,INTEGER_ZERO_OR_POSITIVE,NpxfqKXkWiV,
PREP Partner Refusal MSM,SUM,INTEGER_ZERO_OR_POSITIVE,L2UB9ZdjLJR,
PREP Partner Refusal OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,XRUazICwarC,
PREP Partner Refusal OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,Vk4dKaEYCDp,
PREP Partner Refusal PG,SUM,INTEGER_ZERO_OR_POSITIVE,xS60FraZEmO,
PREP Partner Refusal PWID,SUM,INTEGER_ZERO_OR_POSITIVE,ugPzIEKCVKl,
PREP Partner Refusal SDC,SUM,INTEGER_ZERO_OR_POSITIVE,DYxsrOfidmd,
PREP Partner Refusal TG,SUM,INTEGER_ZERO_OR_POSITIVE,HQu3UCUA0fB,
PREP Partner Suppressed BF,SUM,INTEGER_ZERO_OR_POSITIVE,iqf9EjQGInn,
PREP Partner Suppressed PG,SUM,INTEGER_ZERO_OR_POSITIVE,vfPftbCSe38,
PREP Partner Suppressed SDC,SUM,INTEGER_ZERO_OR_POSITIVE,lpT9320S3Dz,
PREP Partner Violent AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,HtooMSuOANY,
PREP Partner Violent BF,SUM,INTEGER_ZERO_OR_POSITIVE,bm60A8RaJCO,
PREP Partner Violent FSW,SUM,INTEGER_ZERO_OR_POSITIVE,rqmLBIzk5Gd,
PREP Partner Violent MSM,SUM,INTEGER_ZERO_OR_POSITIVE,ldcN28VRr5v,
PREP Partner Violent OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,iRNzv04CzkQ,
PREP Partner Violent OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,hXvTpjOPYgD,
PREP Partner Violent PG,SUM,INTEGER_ZERO_OR_POSITIVE,N8fMBwJP7mL,
PREP Partner Violent PWID,SUM,INTEGER_ZERO_OR_POSITIVE,qINhadDwfma,
PREP Partner Violent SDC,SUM,INTEGER_ZERO_OR_POSITIVE,cr90z1P9W6v,
PREP Partner Violent TG,SUM,INTEGER_ZERO_OR_POSITIVE,FYMbKJwnkAx,
PREP Positive Partner BF,SUM,INTEGER_ZERO_OR_POSITIVE,rzbTVTT1zp4,
PREP Positive Partner PG,SUM,INTEGER_ZERO_OR_POSITIVE,rLnYeWb1Mrq,
PREP Positive Partner SDC,SUM,INTEGER_ZERO_OR_POSITIVE,XJiPAWeubjS,
PrEP - Reasons for Discontinuing PrEP : Any Other Reason,SUM,INTEGER_ZERO_OR_POSITIVE,RgtjxOMVoUe,
PrEP - Reasons for Discontinuing PrEP :Died,SUM,INTEGER_ZERO_OR_POSITIVE,IDCQJZthnUH,
PrEP - Reasons for Discontinuing PrEP :HIV test is Positive,SUM,INTEGER_ZERO_OR_POSITIVE,G4QE7axqHU1,
PrEP - Reasons for Discontinuing PrEP :Low risk of HIV,SUM,INTEGER_ZERO_OR_POSITIVE,RXVRLnmlk2R,
PrEP - Reasons for Discontinuing PrEP :Missed Drugs Pick ups,SUM,INTEGER_ZERO_OR_POSITIVE,tOUhon75z0z,
PrEP - Reasons for Discontinuing PrEP :Non-Adherence,SUM,INTEGER_ZERO_OR_POSITIVE,V92Buc5Ih8k,
PrEP - Reasons for Discontinuing PrEP :Partner Refusal,SUM,INTEGER_ZERO_OR_POSITIVE,tTrgWCQegWg,
PrEP - Reasons for Discontinuing PrEP :Partner Violence,SUM,INTEGER_ZERO_OR_POSITIVE,ZmJi6XClg0u,
PrEP - Reasons for Discontinuing PrEP :PrEP Drugs Side Effects,SUM,INTEGER_ZERO_OR_POSITIVE,Vltf4KHvNTL,
PrEP - Reasons for Discontinuing PrEP :Too many HIV Tests,SUM,INTEGER_ZERO_OR_POSITIVE,D0eSLuT7QxG,
PrEP - Reasons for Discontinuing PrEP :Transfer Outs,SUM,INTEGER_ZERO_OR_POSITIVE,yh31hCfTpdf,
PrEP - Reasons for Discontinuing PrEP :Viral suppression of HIV+ partner,SUM,INTEGER_ZERO_OR_POSITIVE,LXMeilbxMZ0,
PrEP - Reasons for Initiating PrEP :Client has sex with more than one partner,SUM,INTEGER_ZERO_OR_POSITIVE,EGdo4J1V3HN,
PrEP - Reasons for Initiating PrEP :Engaging in transactional sex,SUM,INTEGER_ZERO_OR_POSITIVE,agwxI3ZejZM,
PrEP - Reasons for Initiating PrEP :Inconsistent or no condom use during intercourse,SUM,INTEGER_ZERO_OR_POSITIVE,dxNOXphEqdh,
PrEP - Reasons for Initiating PrEP :Injection drug use with shared needles,SUM,INTEGER_ZERO_OR_POSITIVE,EhzSipR8xzE,
PrEP - Reasons for Initiating PrEP :On going IPV/ GBV,SUM,INTEGER_ZERO_OR_POSITIVE,ObyoSFwdFU2,
PrEP - Reasons for Initiating PrEP :Other Reasons,SUM,INTEGER_ZERO_OR_POSITIVE,vJBfL67UxtG,
"PrEP - Reasons for Initiating PrEP :Partner+ve(not on art, art_last 6mnt, Poor Viral suppression)",SUM,INTEGER_ZERO_OR_POSITIVE,qGZQ4nO7fjF,
PrEP - Reasons for Initiating PrEP :Recent STI _last 6 mnths,SUM,INTEGER_ZERO_OR_POSITIVE,nJT4TI0wPf3,
PrEP - Reasons for Initiating PrEP :Recurrent use of PEP,SUM,INTEGER_ZERO_OR_POSITIVE,niT40bCNwEd,
PrEP - Reasons for Initiating PrEP :Sero- discordant couples trying to conceive,SUM,INTEGER_ZERO_OR_POSITIVE,ZoHx8RVfqVR,
"PrEP - Reasons for Initiating PrEP :Sex partner(s) high risk;  HIV status is unknown, partner  multiple sex partners",SUM,INTEGER_ZERO_OR_POSITIVE,yUZ9p5ulONl,
PREP Recent Sti AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,QkosliQKyoe,
PREP Recent Sti BF,SUM,INTEGER_ZERO_OR_POSITIVE,Nrf7apTLUwx,
PREP Recent Sti FSW,SUM,INTEGER_ZERO_OR_POSITIVE,MZNbaNZSGrk,
PREP Recent Sti MSM,SUM,INTEGER_ZERO_OR_POSITIVE,CHNNsQeKIue,
PREP Recent Sti OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,lAtBtC2BmEP,
PREP Recent Sti OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,Eo2THKUS3C1,
PREP Recent Sti PG,SUM,INTEGER_ZERO_OR_POSITIVE,dZ3PxNKET5x,
PREP Recent Sti PWID,SUM,INTEGER_ZERO_OR_POSITIVE,t07vF23XFOL,
PREP Recent Sti SDC,SUM,INTEGER_ZERO_OR_POSITIVE,iNLgPcYvyBN,
PREP Recent Sti TG,SUM,INTEGER_ZERO_OR_POSITIVE,LoIT1slqeI9,
PREP Recurrent Pep AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,OAqO38y3NHB,
PREP Recurrent Pep BF,SUM,INTEGER_ZERO_OR_POSITIVE,dQ5NyAyIDxY,
PREP Recurrent Pep FSW,SUM,INTEGER_ZERO_OR_POSITIVE,weG9fPUwIEW,
PREP Recurrent Pep MSM,SUM,INTEGER_ZERO_OR_POSITIVE,h91KpwE1o0a,
PREP Recurrent Pep OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,wjxomdX7eta,
PREP Recurrent Pep OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,bfibewSjmyf,
PREP Recurrent Pep PG,SUM,INTEGER_ZERO_OR_POSITIVE,uD1RMzKCsGA,
PREP Recurrent Pep PWID,SUM,INTEGER_ZERO_OR_POSITIVE,Rs5k1vxLVRs,
PREP Recurrent Pep SDC,SUM,INTEGER_ZERO_OR_POSITIVE,ETPaVtgu9n4,
PREP Recurrent Pep TG,SUM,INTEGER_ZERO_OR_POSITIVE,jrW0xwBpxWN,
PrEP_Refill: PrEP,SUM,INTEGER_ZERO_OR_POSITIVE,UVaV2vxFpz5,
PREP Reinitiates AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,tzatm9J2KkR,
PREP Reinitiates BF,SUM,INTEGER_ZERO_OR_POSITIVE,YXlsJfqf9jo,
PREP Reinitiates FSW,SUM,INTEGER_ZERO_OR_POSITIVE,d7YxtqjiPth,
PREP Reinitiates MSM,SUM,INTEGER_ZERO_OR_POSITIVE,DF0oX1kzv9j,
PREP Reinitiates OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,rOpT95xa3zQ,
PREP Reinitiates OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,rv5tv3UBmdB,
PREP Reinitiates PG,SUM,INTEGER_ZERO_OR_POSITIVE,X16dHEH076r,
PREP Reinitiates PWID,SUM,INTEGER_ZERO_OR_POSITIVE,y2YgxvZEemS,
PREP Reinitiates SDC,SUM,INTEGER_ZERO_OR_POSITIVE,uNvlQTvn4HB,
PREP Reinitiates TG,SUM,INTEGER_ZERO_OR_POSITIVE,o9FDyyS4IF9,
PrEP_Restarting_CAB_LA,SUM,INTEGER_ZERO_OR_POSITIVE,xwAPgUvMy7e,
