name,aggregationType,valueType,id,code
PMTCT VL results 6m 50-199 cps/ml Bf,SUM,INTEGER_ZERO_OR_POSITIVE,tVShUKFLA8C,
PMTCT VL results 6m 50-199 cps/ml NBf,SUM,INTEGER_ZERO_OR_POSITIVE,R9n0IcbxY7A,
PMTCT VL results 6m 50-199 cps/ml Preg,SUM,INTEGER_ZERO_OR_POSITIVE,q8N7PiSF3yM,
PMTCT VL Suppressed,SUM,INTEGER_ZERO_OR_POSITIVE,ZmZwGnhdWYt,
PMTCT VL Suppression (<200),SUM,NUMBER,zsKFhpl3c5H,
PMTCT VL Suppression (<50 + LDL),SUM,NUMBER,zM1WfHts0CZ,
PMTCT VL tests done,SUM,INTEGER_ZERO_OR_POSITIVE,Ypdql8K02Q7,
PMTCT % VL Uptake,SUM,NUMBER,ULVzrH6D90l,
PNC ANC unknown HIV,SUM,INTEGER_ZERO_OR_POSITIVE,JL62aigWFoG,
PNC known positive,SUM,INTEGER_ZERO_OR_POSITIVE,Y56t51T8jwd,
PNC Number Eligible,SUM,INTEGER_ZERO_OR_POSITIVE,YmyBxYVccSi,
PNC Post ANC1 Initial HIV Positive,SUM,INTEGER_ZERO_OR_POSITIVE,BhnzHXFnEM3,
PNC Post ANC1 Initial Test,SUM,INTEGER_ZERO_OR_POSITIVE,EbemQ1YUsS4,
PNC Post ANC1 Retesting,SUM,INTEGER_ZERO_OR_POSITIVE,GpUsEYocjeF,
PNC Post ANC1 Retesting Positive,SUM,INTEGER_ZERO_OR_POSITIVE,iOfdKICx6r9,
PNC Post ANC1 started HAART,SUM,INTEGER_ZERO_OR_POSITIVE,KAMNQjNLaWl,
PNC seen,SUM,INTEGER_ZERO_OR_POSITIVE,jR2AWHfK8f2,
Post ANC1 missed Opportunities,SUM,INTEGER_ZERO_OR_POSITIVE,pRoSZZs7Tmk,
Preg/BF High Viremia Monitoring (All): Total TX_PVLS (N) _Repeat,SUM,INTEGER_ZERO_OR_POSITIVE,l71YlPZz3jC,
Preg/BF High Viremia Monitoring (All): TX_CURR_Unsuppressed,SUM,INTEGER_ZERO_OR_POSITIVE,fxsDBopCT8q,
Preg/BF High Viremia Monitoring (All): TX_CURR_Viremia Clinic,SUM,INTEGER_ZERO_OR_POSITIVE,LhVVf4JTqc0,
Preg/BF High Viremia Monitoring (All): TX_PVLS (D)_Repeat,SUM,INTEGER_ZERO_OR_POSITIVE,PS3g1yrTO2s,
Preg/BF VL Monitoring (All): TX_PVLS VLS (D),SUM,INTEGER_ZERO_OR_POSITIVE,Rc1PMTvDgiS,
Preg/BF VL Monitoring (All): TX_PVLS VLS (D) Routine,SUM,INTEGER_ZERO_OR_POSITIVE,WHPUnc3vaHJ,
Preg/BF VL Monitoring (All): TX_PVLS VLS (D) Targeted,SUM,INTEGER_ZERO_OR_POSITIVE,LhdmCUhNG5c,
Preg/BF VL Monitoring (All): TX_PVLS VLS_ELIGIBLE,SUM,INTEGER_ZERO_OR_POSITIVE,jcPu3GMCyXj,
Preg/BF VL Monitoring (All): TX_PVLS VLS (N) 400-1000 Copies,SUM,INTEGER_ZERO_OR_POSITIVE,krbr5SF6psr,
Preg/BF VL Monitoring (All): TX_PVLS VLS (N) <400 copies,SUM,INTEGER_ZERO_OR_POSITIVE,VN1R1GmiDcU,
Preg/BF VL Monitoring (All): TX_PVLS VLS (N) Routine,SUM,INTEGER_ZERO_OR_POSITIVE,MxHzYMi7YbU,
Preg/BF VL Monitoring (All): TX_PVLS VLS (N) Targeted,SUM,INTEGER_ZERO_OR_POSITIVE,jN3W2I46AOz,
Preg/BF VL Monitoring (PMTCT): Total TX_PVLS VLS (D)_Breastfeeding (Targeted),SUM,INTEGER_ZERO_OR_POSITIVE,dVTvhRadWVX,
Preg/BF VL Monitoring (PMTCT): Total TX_PVLS VLS (D) _Pregnant (Targeted),SUM,INTEGER_ZERO_OR_POSITIVE,J8q8a1AKUVj,
Preg/BF VL Monitoring (PMTCT): Total TX_PVLS VLS (N)_Breastfeeding (Targeted),SUM,INTEGER_ZERO_OR_POSITIVE,pFSxZJOcNq3,
Preg/BF VL Monitoring (PMTCT): Total TX_PVLS VLS (N) _Pregnant (Targeted),SUM,INTEGER_ZERO_OR_POSITIVE,xsRJUBt93im,
Preg/BF VL Monitoring (PMTCT): TX _CURR_Breastfeeding (Eligible),SUM,INTEGER_ZERO_OR_POSITIVE,aW2RUQLCa7h,
Preg/BF VL Monitoring (PMTCT): TX _CURR_Pregnant (Eligible),SUM,INTEGER_ZERO_OR_POSITIVE,v26FjF5Jmlg,
Preg/BF VL Monitoring (PMTCT): TX_PVLS VLS (D)_Breastfeeding (Routine),SUM,INTEGER_ZERO_OR_POSITIVE,d8XtP5kl1UF,
Preg/BF VL Monitoring (PMTCT): TX_PVLS VLS (D)_Pregnant (Routine),SUM,INTEGER_ZERO_OR_POSITIVE,uP3XwhVOrix,
Preg/BF VL Monitoring (PMTCT): TX_PVLS VLS (N)_Breastfeeding (Routine),SUM,INTEGER_ZERO_OR_POSITIVE,exa1QiTbTIu,
Preg/BF VL Monitoring (PMTCT): TX_PVLS VLS (N)_Pregnant (Routine),SUM,INTEGER_ZERO_OR_POSITIVE,eXyPDCiYFGq,
PREP_ALLMod CCC CT F,SUM,INTEGER_ZERO_OR_POSITIVE,NKqu2Vahq6b,
PREP_ALLMod CCC CT M,SUM,INTEGER_ZERO_OR_POSITIVE,BPLZzY46TiN,
PREP_ALLMod CCC Curr F,SUM,INTEGER_ZERO_OR_POSITIVE,UhOTGSCLcvz,
PREP_ALLMod CCC Curr M,SUM,INTEGER_ZERO_OR_POSITIVE,ENYVWNfmlWi,
PREP_ALLMod CCC Eligible F,SUM,INTEGER_ZERO_OR_POSITIVE,IHVJLKKzb56,
PREP_ALLMod CCC Eligible M,SUM,INTEGER_ZERO_OR_POSITIVE,kAzI3T0zT9V,
PREP_ALLMod CCC New F,SUM,INTEGER_ZERO_OR_POSITIVE,HmUEZ2yWtAE,
PREP_ALLMod CCC New M,SUM,INTEGER_ZERO_OR_POSITIVE,tSOqRYW3fUp,
PREP_ALLMod CCC Screened F,SUM,INTEGER_ZERO_OR_POSITIVE,Th1loMyxBhR,
PREP_ALLMod CCC Screened M,SUM,INTEGER_ZERO_OR_POSITIVE,C0z7kQZw2LZ,
PREP_ALLMod CCC Stopped F,SUM,INTEGER_ZERO_OR_POSITIVE,Nw4mc0CymUi,
PREP_ALLMod CCC Stopped M,SUM,INTEGER_ZERO_OR_POSITIVE,iLoZpMyHqZm,
PREP_ALLMod Community DSD CT F,SUM,INTEGER_ZERO_OR_POSITIVE,R1V3DauitUz,
PREP_ALLMod Community DSD CT M,SUM,INTEGER_ZERO_OR_POSITIVE,GMTl6P4p9Kv,
PREP_ALLMod Community DSD Curr F,SUM,INTEGER_ZERO_OR_POSITIVE,m0sXEku2oeB,
PREP_ALLMod Community DSD Curr M,SUM,INTEGER_ZERO_OR_POSITIVE,McHzszUZFtf,
PREP_ALLMod Community DSD Eligible F,SUM,INTEGER_ZERO_OR_POSITIVE,ayTVppqtnIa,
PREP_ALLMod Community DSD Eligible M,SUM,INTEGER_ZERO_OR_POSITIVE,Y0LpmBX28i3,
PREP_ALLMod Community DSD New F,SUM,INTEGER_ZERO_OR_POSITIVE,CYLF8hUOHpv,
PREP_ALLMod Community DSD New M,SUM,INTEGER_ZERO_OR_POSITIVE,Q57YuHsnTKm,
PREP_ALLMod Community DSD Screened F,SUM,INTEGER_ZERO_OR_POSITIVE,dc0q1SbjyPU,
PREP_ALLMod Community DSD Screened M,SUM,INTEGER_ZERO_OR_POSITIVE,fv9Jj3FNPgd,
PREP_ALLMod Community DSD Stopped F,SUM,INTEGER_ZERO_OR_POSITIVE,tV1U3MbpOYQ,
PREP_ALLMod Community DSD Stopped M,SUM,INTEGER_ZERO_OR_POSITIVE,dCvpzPp3e31,
PREP_ALLMod IPD CT F,SUM,INTEGER_ZERO_OR_POSITIVE,F5PjvvIRoQk,
PREP_ALLMod IPD CT M,SUM,INTEGER_ZERO_OR_POSITIVE,pwTWgXu0OjC,
PREP_ALLMod IPD Curr F,SUM,INTEGER_ZERO_OR_POSITIVE,bcLwkqKKIov,
PREP_ALLMod IPD Curr M,SUM,INTEGER_ZERO_OR_POSITIVE,nptbLuemnkT,
PREP_ALLMod IPD Eligible F,SUM,INTEGER_ZERO_OR_POSITIVE,zQ1Zf64H3mL,
PREP_ALLMod IPD Eligible M,SUM,INTEGER_ZERO_OR_POSITIVE,JLElO1UnqEn,
PREP_ALLMod IPD New F,SUM,INTEGER_ZERO_OR_POSITIVE,OOhFACMqmKp,
PREP_ALLMod IPD New M,SUM,INTEGER_ZERO_OR_POSITIVE,hxfjIrnxHBF,
PREP_ALLMod IPD Screened F,SUM,INTEGER_ZERO_OR_POSITIVE,lmKKXpiPbCf,
PREP_ALLMod IPD Screened M,SUM,INTEGER_ZERO_OR_POSITIVE,xOK6XyeKBGB,
PREP_ALLMod IPD Stopped F,SUM,INTEGER_ZERO_OR_POSITIVE,QP0nXOItvV4,
PREP_ALLMod IPD Stopped M,SUM,INTEGER_ZERO_OR_POSITIVE,U3UlVk9ik6F,
PREP_ALLMod MNCH BF CT F,SUM,INTEGER_ZERO_OR_POSITIVE,UQuOa1UGYcC,
PREP_ALLMod MNCH BF Curr F,SUM,INTEGER_ZERO_OR_POSITIVE,FZKJ6wBrLHL,
PREP_ALLMod MNCH BF Eligible F,SUM,INTEGER_ZERO_OR_POSITIVE,gb0S9Mjcy8s,
PREP_ALLMod MNCH BF New F,SUM,INTEGER_ZERO_OR_POSITIVE,EmzN6C78vFE,
PREP_ALLMod MNCH BF Screened F,SUM,INTEGER_ZERO_OR_POSITIVE,cc7XwY64ZWq,
PREP_ALLMod MNCH BF Stopped F,SUM,INTEGER_ZERO_OR_POSITIVE,mIVDSqQrlAV,
PREP_ALLMod MNCH CT M,SUM,INTEGER_ZERO_OR_POSITIVE,o7HRsraB4RR,
PREP_ALLMod MNCH Curr M,SUM,INTEGER_ZERO_OR_POSITIVE,aDPBmDljc0o,
PREP_ALLMod MNCH Eligible M,SUM,INTEGER_ZERO_OR_POSITIVE,aADnUm6at6D,
PREP_ALLMod MNCH New M,SUM,INTEGER_ZERO_OR_POSITIVE,BSx4nKKwK1r,
PREP_ALLMod MNCH PG CT F,SUM,INTEGER_ZERO_OR_POSITIVE,exi0hcoDp15,
PREP_ALLMod MNCH PG Curr F,SUM,INTEGER_ZERO_OR_POSITIVE,TYRcl6Hw4ln,
PREP_ALLMod MNCH PG Eligible F,SUM,INTEGER_ZERO_OR_POSITIVE,Lfc9nSb56sj,
PREP_ALLMod MNCH PG New F,SUM,INTEGER_ZERO_OR_POSITIVE,mbSrJM6OvQo,
PREP_ALLMod MNCH PG Screened F,SUM,INTEGER_ZERO_OR_POSITIVE,F3uiwMchsHm,
PREP_ALLMod MNCH PG Stopped F,SUM,INTEGER_ZERO_OR_POSITIVE,W0ef84dL3tv,
PREP_ALLMod MNCH Screened M,SUM,INTEGER_ZERO_OR_POSITIVE,yxAaiDUmn50,
PREP_ALLMod MNCH Stopped M,SUM,INTEGER_ZERO_OR_POSITIVE,swxC7meV1zI,
PREP_ALLMod OPD CT F,SUM,INTEGER_ZERO_OR_POSITIVE,sCkjCiyJDTj,
PREP_ALLMod OPD CT M,SUM,INTEGER_ZERO_OR_POSITIVE,V2V0ToNNi7F,
PREP_ALLMod OPD Curr F,SUM,INTEGER_ZERO_OR_POSITIVE,vTV6lhGCfHz,
PREP_ALLMod OPD Curr M,SUM,INTEGER_ZERO_OR_POSITIVE,uJYMETteNJo,
PREP_ALLMod OPD Eligible F,SUM,INTEGER_ZERO_OR_POSITIVE,xKRpJ9Jo4aV,
PREP_ALLMod OPD Eligible M,SUM,INTEGER_ZERO_OR_POSITIVE,QQHLjngd5Bh,
PREP_ALLMod OPD New F,SUM,INTEGER_ZERO_OR_POSITIVE,N3IsvP0sUF5,
PREP_ALLMod OPD New M,SUM,INTEGER_ZERO_OR_POSITIVE,DQR7sycvi6V,
PREP_ALLMod OPD Screened F,SUM,INTEGER_ZERO_OR_POSITIVE,raeMNFgQcgI,
PREP_ALLMod OPD Screened M,SUM,INTEGER_ZERO_OR_POSITIVE,sgLubVLYNv7,
PREP_ALLMod OPD Stopped F,SUM,INTEGER_ZERO_OR_POSITIVE,cVJw3UBEV0k,
PREP_ALLMod OPD Stopped M,SUM,INTEGER_ZERO_OR_POSITIVE,zER4CR5UDzM,
PREP_ALLMod PNS SNS CT F,SUM,INTEGER_ZERO_OR_POSITIVE,tPFNLYONLFd,
PREP_ALLMod PNS SNS CT M,SUM,INTEGER_ZERO_OR_POSITIVE,e759KsrqBoR,
PREP_ALLMod PNS SNS Curr F,SUM,INTEGER_ZERO_OR_POSITIVE,vmtLrKuo5VS,
PREP_ALLMod PNS SNS Curr M,SUM,INTEGER_ZERO_OR_POSITIVE,SnekzuuoHBl,
PREP_ALLMod PNS SNS Eligible F,SUM,INTEGER_ZERO_OR_POSITIVE,Oex2khwR20j,
PREP_ALLMod PNS SNS Eligible M,SUM,INTEGER_ZERO_OR_POSITIVE,YPbtFeAmH3f,
PREP_ALLMod PNS SNS New F,SUM,INTEGER_ZERO_OR_POSITIVE,JJsuQUWLYsD,
PREP_ALLMod PNS SNS New M,SUM,INTEGER_ZERO_OR_POSITIVE,qvhr1STgYAD,
PREP_ALLMod PNS SNS Screened F,SUM,INTEGER_ZERO_OR_POSITIVE,QotP3RWhFE7,
PREP_ALLMod PNS SNS Screened M,SUM,INTEGER_ZERO_OR_POSITIVE,Cne4BBAYhZ5,
PREP_ALLMod PNS SNS Stopped F,SUM,INTEGER_ZERO_OR_POSITIVE,XasFy7ywTEZ,
PREP_ALLMod PNS SNS Stopped M,SUM,INTEGER_ZERO_OR_POSITIVE,Kr6n2qXnAe3,
PREP_ALLMod TB CT F,SUM,INTEGER_ZERO_OR_POSITIVE,rIYOUK8Y12Y,
PREP_ALLMod TB CT M,SUM,INTEGER_ZERO_OR_POSITIVE,HM3vLknG9Kl,
PREP_ALLMod TB Curr F,SUM,INTEGER_ZERO_OR_POSITIVE,W9SFEKolPfe,
PREP_ALLMod TB Curr M,SUM,INTEGER_ZERO_OR_POSITIVE,uD2G9VWNHiv,
PREP_ALLMod TB Eligible F,SUM,INTEGER_ZERO_OR_POSITIVE,fkomQAfFXh4,
PREP_ALLMod TB Eligible M,SUM,INTEGER_ZERO_OR_POSITIVE,XRomLlehdNx,
PREP_ALLMod TB New F,SUM,INTEGER_ZERO_OR_POSITIVE,N6iP1PPLmyX,
PREP_ALLMod TB New M,SUM,INTEGER_ZERO_OR_POSITIVE,EX7lZNXZXDe,
PREP_ALLMod TB Screened F,SUM,INTEGER_ZERO_OR_POSITIVE,WOf9DCo0L4p,
PREP_ALLMod TB Screened M,SUM,INTEGER_ZERO_OR_POSITIVE,stev5Z0ujJl,
PREP_ALLMod TB Stopped F,SUM,INTEGER_ZERO_OR_POSITIVE,ZHSxpB0WObJ,
PREP_ALLMod TB Stopped M,SUM,INTEGER_ZERO_OR_POSITIVE,oFNCNKaNnaZ,
PrEP_CAB_LA_Breastfeeding,SUM,INTEGER_ZERO_OR_POSITIVE,myYeuMdyewM,
PrEP_CAB_LA_Keypop,SUM,INTEGER_ZERO_OR_POSITIVE,wr6OYZLXK3n,
PrEP_CAB_LA_OtherAtRisk,SUM,INTEGER_ZERO_OR_POSITIVE,jVFmOk4QihX,
PrEP_CAB_LA_Pregnant,SUM,INTEGER_ZERO_OR_POSITIVE,OiLnOvjlL06,
PrEP_CAB_LA_SerodiscordantCouple,SUM,INTEGER_ZERO_OR_POSITIVE,h3Fxu2JH0RS,
PREP Continuing AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,UXGOZdm9wA7,
PREP Continuing BF,SUM,INTEGER_ZERO_OR_POSITIVE,ogOSIjGiRj2,
PrEP_Continuing_CAB_LA,SUM,INTEGER_ZERO_OR_POSITIVE,xZk2H8ROLoN,
PrEP_Continuing_DVRing,SUM,INTEGER_ZERO_OR_POSITIVE,XGvcdxcVygB,
PrEP_Continuing_ED,SUM,INTEGER_ZERO_OR_POSITIVE,kHwDmfNN4md,
PREP Continuing FSW,SUM,INTEGER_ZERO_OR_POSITIVE,w7Sd9JLas99,
PrEP_Continuing_Lenacapavir,SUM,INTEGER_ZERO_OR_POSITIVE,FaT8NmQH66Z,
PREP Continuing MSM,SUM,INTEGER_ZERO_OR_POSITIVE,wiUVuc4bOPU,
PREP Continuing OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,soKdbhywZvM,
PREP Continuing OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,jJD6Qbx4Jft,
PREP Continuing PG,SUM,INTEGER_ZERO_OR_POSITIVE,rcVQa6PY6Gj,
PREP Continuing PWID,SUM,INTEGER_ZERO_OR_POSITIVE,Vcg2VrsiXMV,
PREP Continuing SDC,SUM,INTEGER_ZERO_OR_POSITIVE,RiKtBB2ZMnL,
PREP Continuing TG,SUM,INTEGER_ZERO_OR_POSITIVE,HzfaxOT0UND,
PrEP_CT,SUM,INTEGER_ZERO_OR_POSITIVE,ZgzZUee2BBr,
PrEP_CT AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,tYj6X62WQXr,
PREP Ct AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,sk99v1eU3cg,
PrEP_CT BF,SUM,INTEGER_ZERO_OR_POSITIVE,R9DzGOFtblZ,
PREP Ct BF,SUM,INTEGER_ZERO_OR_POSITIVE,MLSMxIdy8K9,
PrEP_CT_Distribution,SUM,INTEGER_ZERO_OR_POSITIVE,m1mzzjWGE0d,
PrEP_CT FSW,SUM,INTEGER_ZERO_OR_POSITIVE,KMIGTSctuDZ,
PREP Ct FSW,SUM,INTEGER_ZERO_OR_POSITIVE,hbahven9REb,
PrEP_CT_KeyPop,SUM,INTEGER_ZERO_OR_POSITIVE,SLvHp0Khhjd,
PrEP_CT MSM,SUM,INTEGER_ZERO_OR_POSITIVE,tj4NeI3NmZg,
PREP Ct MSM,SUM,INTEGER_ZERO_OR_POSITIVE,cPHCTqyU3v2,
PrEP_CT OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,aCW8BBIVinZ,
PREP Ct OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,udRJ1Fb1IUr,
PrEP_CT OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,AdeCA9QzfPR,
PREP Ct OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,xHZHeRpHgoK,
PrEP_CT PG,SUM,INTEGER_ZERO_OR_POSITIVE,tzJJKwhZ7Rm,
PREP Ct PG,SUM,INTEGER_ZERO_OR_POSITIVE,OqTDNfneGLh,
PrEP_CT_Preg/BF,SUM,INTEGER_ZERO_OR_POSITIVE,Ci820SXFHUO,
PrEP_CT: PrEP,SUM,INTEGER_ZERO_OR_POSITIVE,bFdwLxRU6Hk,
PrEP_CT PWID,SUM,INTEGER_ZERO_OR_POSITIVE,CgCp1CuSCG5,
PREP Ct PWID,SUM,INTEGER_ZERO_OR_POSITIVE,ogM6dkX2dKm,
PrEP_CT SC,SUM,INTEGER_ZERO_OR_POSITIVE,rFZRN1Y1bvo,
PREP Ct SDC,SUM,INTEGER_ZERO_OR_POSITIVE,Av7u3ihW7ob,
PrEP_CT : Targets,SUM,INTEGER_ZERO_OR_POSITIVE,ucUjbcrHIPX,
PREP_CT Tested AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,T9FpQ6q5xWO,
PREP_CT Tested BF,SUM,INTEGER_ZERO_OR_POSITIVE,TMAR4aJY0uf,
PREP_CT Tested FSW,SUM,INTEGER_ZERO_OR_POSITIVE,VBK4l8f2w0P,
PREP_CT Tested MSM,SUM,INTEGER_ZERO_OR_POSITIVE,YxsnRYpTclC,
PREP_CT Tested OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,wgngDfwMMQC,
PREP_CT Tested OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,YJbmRqLtM7U,
PREP_CT Tested PG,SUM,INTEGER_ZERO_OR_POSITIVE,Xwf0UiQn9GU,
PREP_CT Tested Pos AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,Sr0WnmLt6sM,
PREP_CT Tested Pos BF,SUM,INTEGER_ZERO_OR_POSITIVE,ywfMTrAHhjm,
PREP_CT Tested Pos FSW,SUM,INTEGER_ZERO_OR_POSITIVE,KReuXvycKZu,
PREP_CT Tested Pos MSM,SUM,INTEGER_ZERO_OR_POSITIVE,K7uzOTxQzdv,
PREP_CT Tested Pos OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,YefHoqCe7Qg,
PREP_CT Tested Pos OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,KV7eTbp6alH,
PREP_CT Tested Pos PG,SUM,INTEGER_ZERO_OR_POSITIVE,tR0E9Byrh38,
PREP_CT Tested Pos PWID,SUM,INTEGER_ZERO_OR_POSITIVE,pmBMIvMZWWZ,
PREP_CT Tested Pos SC,SUM,INTEGER_ZERO_OR_POSITIVE,snDGjxiPUUO,
PREP_CT Tested Pos TG,SUM,INTEGER_ZERO_OR_POSITIVE,DjLAZL5M8Cy,
PREP_CT Tested PWID,SUM,INTEGER_ZERO_OR_POSITIVE,axh2llgPUsm,
PREP_CT Tested SC,SUM,INTEGER_ZERO_OR_POSITIVE,vhXrGlojksc,
PREP_CT Tested TG,SUM,INTEGER_ZERO_OR_POSITIVE,qYQhyTX0XqK,
PrEP_CT_Test Result,SUM,INTEGER_ZERO_OR_POSITIVE,pXBVH2KQac5,
PrEP_CT TG,SUM,INTEGER_ZERO_OR_POSITIVE,TXe7kHQUKbF,
PREP Ct TG,SUM,INTEGER_ZERO_OR_POSITIVE,SF6qqlQrpIQ,
PrEP_CT_Type,SUM,INTEGER_ZERO_OR_POSITIVE,sZv1PAYLnqc,
PREP Curr AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,zUcEV3pZRJh,
PREP Curr BF,SUM,INTEGER_ZERO_OR_POSITIVE,TWXOd8HbGhp,
PREP Curr FSW,SUM,INTEGER_ZERO_OR_POSITIVE,tFnyylFadqo,
PREP Curr MSM,SUM,INTEGER_ZERO_OR_POSITIVE,icIpEyhRQHw,
PREP Curr OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,o1Kf7967M1f,
PREP Curr OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,mMIZ54FCHsh,
PREP Curr PG,SUM,INTEGER_ZERO_OR_POSITIVE,QiABAA00u13,
PREP Curr PWID,SUM,INTEGER_ZERO_OR_POSITIVE,HR2ecOSpDUW,
PREP Curr SDC,SUM,INTEGER_ZERO_OR_POSITIVE,CIlMOH40flP,
PREP Curr TG,SUM,INTEGER_ZERO_OR_POSITIVE,gc4xbTNH8Aq,
PREP Defaulter AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,E8kabNpECrr,
PREP Defaulter BF,SUM,INTEGER_ZERO_OR_POSITIVE,MBVJG5kwfKw,
PREP Defaulter FSW,SUM,INTEGER_ZERO_OR_POSITIVE,tVkiohbr1nE,
PREP Defaulter MSM,SUM,INTEGER_ZERO_OR_POSITIVE,Rnhy8Lxfozr,
PREP Defaulter OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,Mpc0HDZsW6C,
PREP Defaulter OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,RGIOHLBjB1o,
PREP Defaulter PG,SUM,INTEGER_ZERO_OR_POSITIVE,V4ZnPPUyc55,
PREP Defaulter PWID,SUM,INTEGER_ZERO_OR_POSITIVE,JPQ48PMsOaP,
PREP Defaulter SDC,SUM,INTEGER_ZERO_OR_POSITIVE,doqvU87dNFL,
PREP Defaulter TG,SUM,INTEGER_ZERO_OR_POSITIVE,HcJgmzb1LYf,
PREP Died AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,GolNChcJBtp,
PREP Died BF,SUM,INTEGER_ZERO_OR_POSITIVE,uc3esGVG1ed,
PREP Died FSW,SUM,INTEGER_ZERO_OR_POSITIVE,MT4jME6xQWl,
PREP Died MSM,SUM,INTEGER_ZERO_OR_POSITIVE,XUJwcaS34Du,
PREP Died OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,iEiLUp8b0U2,
PREP Died OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,AOH2KGAdbRL,
PREP Died PG,SUM,INTEGER_ZERO_OR_POSITIVE,rpFq8ligehd,
PREP Died PWID,SUM,INTEGER_ZERO_OR_POSITIVE,pljVXWhdhh9,
PREP Died SDC,SUM,INTEGER_ZERO_OR_POSITIVE,LMddgi0NTrk,
PREP Died TG,SUM,INTEGER_ZERO_OR_POSITIVE,cap6f3XvIGg,
PREP Drug Side Effects AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,toHnP5HvdU3,
PREP Drug Side Effects BF,SUM,INTEGER_ZERO_OR_POSITIVE,FcSyfQermgO,
PREP Drug Side Effects FSW,SUM,INTEGER_ZERO_OR_POSITIVE,gRMWpuoHm4c,
PREP Drug Side Effects MSM,SUM,INTEGER_ZERO_OR_POSITIVE,PCnbGlLvooQ,
PREP Drug Side Effects OMHR,SUM,INTEGER_ZERO_OR_POSITIVE,Z8MlAqmvyXC,
PREP Drug Side Effects OWHR,SUM,INTEGER_ZERO_OR_POSITIVE,jZECz7MOhu7,
PREP Drug Side Effects PG,SUM,INTEGER_ZERO_OR_POSITIVE,TjBbtlT5BQ0,
PREP Drug Side Effects PWID,SUM,INTEGER_ZERO_OR_POSITIVE,NZsfv06norw,
PREP Drug Side Effects SDC,SUM,INTEGER_ZERO_OR_POSITIVE,L1ocDUqEMKS,
PREP Drug Side Effects TG,SUM,INTEGER_ZERO_OR_POSITIVE,BZSmDH1j7tl,
PrEP_DVRing_Breastfeeding,SUM,INTEGER_ZERO_OR_POSITIVE,yOfx4S52bXr,
PrEP_DVRing_Keypop,SUM,INTEGER_ZERO_OR_POSITIVE,kHBi93q4Lzr,
PrEP_DVRing_OtherAtRisk,SUM,INTEGER_ZERO_OR_POSITIVE,TAEr30Fnzfo,
PrEP_DVRing_Pregnant,SUM,INTEGER_ZERO_OR_POSITIVE,IyaGEoe963e,
PrEP_DVRing_SerodiscordantCouple,SUM,INTEGER_ZERO_OR_POSITIVE,ucQZf9ab3fH,
PrEP_ED_Keypop,SUM,INTEGER_ZERO_OR_POSITIVE,uqWcA8bnzAm,
PREP_EDMen Continuing,SUM,INTEGER_ZERO_OR_POSITIVE,LDVCuEV3GYG,
PREP_EDMen Eligible,SUM,INTEGER_ZERO_OR_POSITIVE,ZZTvNpfyFPQ,
PREP_EDMen New,SUM,INTEGER_ZERO_OR_POSITIVE,yR4HTTOeYG7,
PREP_EDMen Restarting,SUM,INTEGER_ZERO_OR_POSITIVE,We3n6cJHxRO,
PREP_EDMen screened,SUM,INTEGER_ZERO_OR_POSITIVE,jLOVrkyTpY3,
PREP_EDMen Stopped,SUM,INTEGER_ZERO_OR_POSITIVE,aqslUt0icLe,
PrEP_ED_OtherMenAtRisk,SUM,INTEGER_ZERO_OR_POSITIVE,tLVjA1g2ZGN,
PrEP_ED_SerodiscordantCouple,SUM,INTEGER_ZERO_OR_POSITIVE,qcEkHfumnz7,
PrEP_ELIGIBLE,SUM,INTEGER_ZERO_OR_POSITIVE,ZJoNEEuzJ0g,
PREP Eligible AGYW,SUM,INTEGER_ZERO_OR_POSITIVE,XBx1IQO0LK9,
PREP Eligible BF,SUM,INTEGER_ZERO_OR_POSITIVE,vV0wBGZBo6R,
PREP Eligible FSW,SUM,INTEGER_ZERO_OR_POSITIVE,xI7VaePsP9l,
PREP Eligible MSM,SUM,INTEGER_ZERO_OR_POSITIVE,n8aMsFXx8zY,
