County,SubCounty,Facility
Muranga County,Kakuzi/Mitubiri Ward,Kakuzi Limited Dispensary
Muranga County,Kakuzi/Mitubiri Ward,Kenya Cuttings Ltd Medical Clinic
Muranga County,Kakuzi/Mitubiri Ward,Kinyangi Health Centre
Muranga County,Kakuzi/Mitubiri Ward,Mitubiri Dispensary
Muranga County,Kamacharia Ward,Ihiga Dispensary
Muranga County,Kamacharia Ward,Iruri Dispensary
Muranga County,Kamacharia Ward,Kamacharia Clinic
Muranga County,Kamacharia Ward,Kamacharia Dispensary
Muranga County,Kamacharia Ward,Kihuro (ACK) Dispensary
Muranga County,Kamacharia Ward,Ngamba Dispensary
Muranga County,Kamacharia Ward,Rau Dispen
Muranga County,Kamacharia Ward,Rau Dispensary
Muranga County,Kamacharia Ward,St Luke Kihuro (ACK) Dispensary
Muranga County,Kamacharia Ward,St Peters Mananga Disp
Muranga County,Kamacharia Ward,Wahundura Dispensary
Muranga County,Kamahuha Ward,ACK Leah Njoki Dispensary
Muranga County,Kamahuha Ward,Ack Leah Njoki
Muranga County,Kamahuha Ward,Kamahuha Dispensary
Muranga County,Kamahuha Ward,Kamahuha Medical Clinic
Muranga County,Kamahuha Ward,Karathe Medical Clinic
Muranga County,Kamahuha Ward,Kwa Ng'ang'a Medicare
Muranga County,Kamahuha Ward,Neema Medical
Muranga County,Kamahuha Ward,Sabasaba Catholic Dispensary
Muranga County,Kambiti Ward,Kambiti Health Centre
Muranga County,Kambiti Ward,Maragua Ridge Health Centre
Muranga County,Kambiti Ward,Maranjau Dispensary
Muranga County,Kambiti Ward,Mihang'o Dispensary
Muranga County,Kangari Ward,Aberdare Health Services
Muranga County,Kangari Ward,Aberdare Medical Centre Ltd
Muranga County,Kangari Ward,Afya Health Essentials (Kangari)
Muranga County,Kangari Ward,Deecare Medical Centre
Muranga County,Kangari Ward,Gakira Family Health Care
Muranga County,Kangari Ward,Gatiaini Dispensary
Muranga County,Kangari Ward,Ikumbi Clinic
Muranga County,Kangari Ward,KWA NYAGA FAMILY MEDICAL CENTRE
Muranga County,Kangari Ward,Kamukabi Medical Clinic
Muranga County,Kangari Ward,Kanderendu Dispensary
Muranga County,Kangari Ward,Kangari Dental Clinic
Muranga County,Kangari Ward,Kangari Health Centre
Muranga County,Kangari Ward,Kangari Medical Services
Muranga County,Kangari Ward,MAKOMBOKI DISPENSARY
Muranga County,Kangari Ward,Mairi Dispensary
Muranga County,Kangari Ward,Mariira Catholic Dispensary
Muranga County,Kangari Ward,Mariira Community Dispensary
Muranga County,Kangari Ward,Modern Aberdare View Hospital
Muranga County,Kangari Ward,Tata Hannah (African Christian Churches and Schools) Dispensary
Muranga County,Kanyenya-ini Ward,Gatangara Dispensary
Muranga County,Kanyenya-ini Ward,Githiga Dispensary
Muranga County,Kanyenya-ini Ward,Gitugu Dispensary
Muranga County,Kanyenya-ini Ward,Ichichi Dispensary
Muranga County,Kanyenya-ini Ward,Kanyenyaini Health Centre
Muranga County,Kanyenya-ini Ward,Kanyenyaini Medical Clinic
Muranga County,Kanyenya-ini Ward,Kibutha Dispensary
Muranga County,Kanyenya-ini Ward,Kibutha Medical Clinic
Muranga County,Kanyenya-ini Ward,Kiruri Dispensary (Muranga North)
Muranga County,Kanyenya-ini Ward,Trinity Githiga (ACK) Dispensary
Muranga County,Kariara Ward,Gatura Healh Centre
Muranga County,Kariara Ward,Giachuki Medical Clinic
Muranga County,Kariara Ward,Gitiri Community Dispensary
Muranga County,Kariara Ward,James Clinic and Lab Services
Muranga County,Kariara Ward,Karangi Dispensary
Muranga County,Kariara Ward,Kariara Nursing Home
Muranga County,Kariara Ward,Kesma Clinic
Muranga County,Kariara Ward,Kiairegi Clinic
Muranga County,Kariara Ward,Kiarutara Dispensary
