County,SubCounty,Facility
Nyandarua County,Weru Ward,Afya Bora Health Clinic
Nyandarua County,Weru Ward,Amazing Grace Medical Clinic
Nyandarua County,Weru Ward,Chamuka Dispensary
Nyandarua County,Weru Ward,Kasuku Health Centre
Nyandarua County,Weru Ward,Maina & Mwangi Health Centre
Nyandarua County,Weru Ward,Maryhill Medical Centre
Nyandarua County,Weru Ward,Muga Medical Clinic
Nyandarua County,Weru Ward,Ol Jororok Medical Clinic
Nyandarua County,Weru Ward,Oljororok Catholic Dispensary
Nyandarua County,Weru Ward,Primarosa Flower Limited
Nyandarua County,Weru Ward,St Lukes Health Clinic
Nyandarua County,Weru Ward,The HARC Medical Centre
Nyandarua County,Weru Ward,Ukweli Medical Clinic
Nyeri County,Aguthi-gaaki Ward,Aguthi Dispensary
Nyeri County,Aguthi-gaaki Ward,Gathaithi Nyeri Dispensary
Nyeri County,Aguthi-gaaki Ward,Gichira Health Centre
Nyeri County,Aguthi-gaaki Ward,Ithe-Kahuno Medical Clinic
Nyeri County,Aguthi-gaaki Ward,Kagumo Teachers College Dispensary
Nyeri County,Aguthi-gaaki Ward,Kangubiri Girls Dispensary
Nyeri County,Aguthi-gaaki Ward,Kiawaithanji Medical Clinic
Nyeri County,Aguthi-gaaki Ward,Thageini Dispensary
Nyeri County,Chinga Ward,Dawa Medical Clinic (Nyeri South)
Nyeri County,Chinga Ward,Gichiche Health Centre
Nyeri County,Chinga Ward,Gichiche Medical Clinic
Nyeri County,Chinga Ward,Kagicha Dispensary
Nyeri County,Chinga Ward,Kariko Dispensary (Nyeri South)
Nyeri County,Chinga Ward,Kiaguthu Dispensary
Nyeri County,Chinga Ward,Kiamuya Dispensary
Nyeri County,Chinga Ward,Mucharage Dispensary
Nyeri County,Chinga Ward,NONE EXISTING
Nyeri County,Chinga Ward,Ngaru Dispensary
Nyeri County,Chinga Ward,Othaya jamii medical clinic
Nyeri County,Dedan Kimathi Ward,Elshadai CNS
Nyeri County,Dedan Kimathi Ward,Githakwa Dispensary
Nyeri County,Dedan Kimathi Ward,Ichagachiru Dispensary
Nyeri County,Dedan Kimathi Ward,Ihururu Health Centre
Nyeri County,Dedan Kimathi Ward,Ihururu Medical Clinic
Nyeri County,Dedan Kimathi Ward,Kagunduini Medical Clinic (Nyeri South)
Nyeri County,Dedan Kimathi Ward,Kanjora (PCEA) Dispensary
Nyeri County,Dedan Kimathi Ward,Kiandere Dispensary
Nyeri County,Dedan Kimathi Ward,Kirurumi Dispensary
Nyeri County,Dedan Kimathi Ward,Muhoya Medical Clinic
Nyeri County,Dedan Kimathi Ward,Njoguini Dispensary
Nyeri County,Dedan Kimathi Ward,Zaina Dispensary
Nyeri County,Gakawa Ward,Burguret Dispensary
Nyeri County,Gakawa Ward,Gakawa Dispensary
Nyeri County,Gakawa Ward,Good Shepherd Medical Clinic (Nyeri North)
Nyeri County,Gakawa Ward,Ichuga Medical Clinic
Nyeri County,Gakawa Ward,Kiawa Medical Clinic
Nyeri County,Gakawa Ward,Metrick Medical Clinic
Nyeri County,Gakawa Ward,Mureru Dispensary
Nyeri County,Gakawa Ward,Nanyuki Cottage
Nyeri County,Gakawa Ward,Rose care Medical Clinic
Nyeri County,Gakawa Ward,St John Catholic Dispensary (Nyeri North)
Nyeri County,Gakawa Ward,St John Medical Clinic (Nyeri North)
Nyeri County,Gakawa Ward,Tambuzi Medical Clinic
Nyeri County,Gatarakwa Ward,Bethany Family Clinic
Nyeri County,Gatarakwa Ward,Embaringo Dispensary
Nyeri County,Gatarakwa Ward,Gakanga Dispensary
Nyeri County,Gatarakwa Ward,Kabati Dispensary
Nyeri County,Gatarakwa Ward,Watuka Dispensary
Nyeri County,Gatitu/Muruguru Ward,Carpa Medical Center
Nyeri County,Gatitu/Muruguru Ward,Gatitu Dispensary
Nyeri County,Gatitu/Muruguru Ward,Hope Community Nursing Services
Nyeri County,Gatitu/Muruguru Ward,Kiamuiru Medical Clinic
Nyeri County,Gatitu/Muruguru Ward,Mariine Maternity Home
Nyeri County,Gatitu/Muruguru Ward,Marua Dispensary
Nyeri County,Gatitu/Muruguru Ward,Marua Medical Clinic
Nyeri County,Gatitu/Muruguru Ward,Muruguru Dispensary
Nyeri County,Gatitu/Muruguru Ward,Muruguru Medical Clinic (Nyeri South)
Nyeri County,Gatitu/Muruguru Ward,Phense  Medical Clinic
Nyeri County,Gatitu/Muruguru Ward,Sugarbaker Memorial Clinic
Nyeri County,Gikondi Ward,Kahaaro Dispensary
Nyeri County,Gikondi Ward,Karaba Health Centre (Nyeri South)
Nyeri County,Gikondi Ward,Muthuthiini Dispensary
Nyeri County,Gikondi Ward,Muthuthiini Medical Clinic
Nyeri County,Gikondi Ward,Mutitu Gikondi Medical Clinic
Nyeri County,Gikondi Ward,Nyakahuho Dispensary
Nyeri County,Gikondi Ward,Tom King's Laboratory
Nyeri County,Iria-ini Ward,Abba Medical Clinic
Nyeri County,Iria-ini Ward,Atlas Medical Clinic
Nyeri County,Iria-ini Ward,Eunice Medical Clinic
Nyeri County,Iria-ini Ward,Gatamu Medical Clinic
Nyeri County,Iria-ini Ward,Gitata Medical Clinic
Nyeri County,Iria-ini Ward,Ihuririo Dispensary
Nyeri County,Iria-ini Ward,KNH Othaya Annex
Nyeri County,Iria-ini Ward,Kabebero Aipca Dispensary
Nyeri County,Iria-ini Ward,Kairuthi Dispensary
Nyeri County,Iria-ini Ward,Kihugiru Maternity Dispensary
Nyeri County,Iria-ini Ward,Kihuri Dispensary
Nyeri County,Iria-ini Ward,Manyatta Medical Clinic (Nyeri South)
Nyeri County,Iria-ini Ward,Mathingira Medical Clinic
Nyeri County,Iria-ini Ward,Mayos Medical Clinic
Nyeri County,Iria-ini Ward,Mercy Medical Clinic (Othaya)
Nyeri County,Iria-ini Ward,Mwirigis Healthcare Services
Nyeri County,Iria-ini Ward,Othaya Catholic Dispensary
Nyeri County,Iria-ini Ward,Othaya Medical Services Clinic
Nyeri County,Iria-ini Ward,Othaya Sub County Hospital
Nyeri County,Iria-ini Ward,Ruruguti Afya Clinic
Nyeri County,Iria-ini Ward,Ruruguti Dispensary
Nyeri County,Iria-ini Ward,Shalom Community Nursing
Nyeri County,Iria-ini Ward,St Ann Karima Medicare Services
Nyeri County,Iria-ini Ward,The Avenue Medical and Diagnostic Centre Limited Othaya
Nyeri County,Iria-ini Ward,Thunguri Dispensary
Nyeri County,Iria-ini Ward,Tunuku Medical Clinic
Nyeri County,Iria-ini Ward,Waihara Medical Clinic
Nyeri County,Iriaini Ward,Gatondo Dispensary (Nyeri North)
Nyeri County,Iriaini Ward,Ihwagi Medical Clinic
Nyeri County,Iriaini Ward,Ihwagi dispensary
Nyeri County,Iriaini Ward,Itundu Dispensary
Nyeri County,Iriaini Ward,Itundu Medical Clinic
Nyeri County,Iriaini Ward,Kahuru Dispensary (Nyeri North)
Nyeri County,Iriaini Ward,Kangocho Dispensary
Nyeri County,Iriaini Ward,Kiarithaini Dispensary
Nyeri County,Iriaini Ward,Kiaruhiu (PCEA) Health Centre
Nyeri County,Iriaini Ward,Kiaruhiu Medical Clinic
Nyeri County,Iriaini Ward,New hope medical clinic
Nyeri County,Kabaru Ward,Island Farms Dispensary
Nyeri County,Kabaru Ward,Kairi Medical Clinic (Nyeri North)
Nyeri County,Kabaru Ward,Kimahuri Medical Clinic
Nyeri County,Kabaru Ward,Luisoi Medical Clinic
Nyeri County,Kabaru Ward,Mere Dispensary
Nyeri County,Kabaru Ward,Ndathi Dispensary
Nyeri County,Kabaru Ward,Samaria Maternity Home
Nyeri County,Kabaru Ward,Warazo Rural Health Centre
Nyeri County,Kabaru Ward,Yonder Care Limited
Nyeri County,Kamakwa/Mukaro Ward,Chalo Medical Clinic
Nyeri County,Kamakwa/Mukaro Ward,Eclipse Medical Clinic
Nyeri County,Kamakwa/Mukaro Ward,Gitero Dispensary
Nyeri County,Kamakwa/Mukaro Ward,Hoymas Medical Clinic
Nyeri County,Kamakwa/Mukaro Ward,Ihwa Medical Clinic
Nyeri County,Kamakwa/Mukaro Ward,Kamakwa Medical Clinic
Nyeri County,Kamakwa/Mukaro Ward,Kamuyu Dispensary
Nyeri County,Kamakwa/Mukaro Ward,Kariumba Medical Clinic
Nyeri County,Kamakwa/Mukaro Ward,Kenwa-Nyeri
Nyeri County,Kamakwa/Mukaro Ward,Kinunga Health Centre
Nyeri County,Kamakwa/Mukaro Ward,Kinunga Medical Clinic
Nyeri County,Kamakwa/Mukaro Ward,Mt Kenya Sub County Hospital
Nyeri County,Kamakwa/Mukaro Ward,Outspan Hospital
Nyeri County,Kamakwa/Mukaro Ward,Sacred Heart Mission Dispensary
Nyeri County,Karatina Town Ward,Afya Medical Clinic (Nyeri North)
Nyeri County,Karatina Town Ward,Amani Medical Clinic (Nyeri North)
Nyeri County,Karatina Town Ward,Arcade Medical Clinic
Nyeri County,Karatina Town Ward,Bevans Medical Clinic
Nyeri County,Karatina Town Ward,Dr Juma Clinic
Nyeri County,Karatina Town Ward,Elephant Dental Limited
Nyeri County,Karatina Town Ward,Express Medical Clinic
Nyeri County,Karatina Town Ward,Gadi Medical Clinic
Nyeri County,Karatina Town Ward,Gathumbi Dispensary
Nyeri County,Karatina Town Ward,Geri True Care Eye Services
Nyeri County,Karatina Town Ward,Hadar Medical Clinic
Nyeri County,Karatina Town Ward,Jamii Hospital
Nyeri County,Karatina Town Ward,Karatina Catholic Dispensary
Nyeri County,Karatina Town Ward,Karatina District Hospital
Nyeri County,Karatina Town Ward,Karatina Home Based Care Dispensary
Nyeri County,Karatina Town Ward,Karatina Medical Services
Nyeri County,Karatina Town Ward,Karatina Nursing Home
Nyeri County,Karatina Town Ward,Karatina Recovery Centre Limited
Nyeri County,Karatina Town Ward,Karatina University Dispensary
Nyeri County,Karatina Town Ward,Karen Hospital (Karatina)
Nyeri County,Karatina Town Ward,Kiambuthia Medical Clinic
Nyeri County,Karatina Town Ward,Maru A Pula Medical Clinic
Nyeri County,Karatina Town Ward,Masa Medical Clinic (Nyeri North)
Nyeri County,Karatina Town Ward,Mathira Medical Centre
Nyeri County,Karatina Town Ward,Melchizedek Medical clinic
Nyeri County,Karatina Town Ward,Novus Medical Clinic
Nyeri County,Karatina Town Ward,Pona Medical Clinic (Nyeri North)
Nyeri County,Karatina Town Ward,Primepharm Pharmacy and Medical Centre
Nyeri County,Karatina Town Ward,Sagana Medical Care
Nyeri County,Karatina Town Ward,Sunny Medical Clinic (Nyeri North)
Nyeri County,Karatina Town Ward,Tana Clinic
Nyeri County,Karatina Town Ward,Tumaini Children's Medical Clinic
Nyeri County,Karatina Town Ward,Uzima Medical Clinic (Nyeri North)
Nyeri County,Karatina Town Ward,Victors Medical Clinic
Nyeri County,Karatina Town Ward,Viva Afya Medical Clinic
Nyeri County,Karatina Town Ward,Wama Medical Clinic
Nyeri County,Karatina Town Ward,Zuhri medicare
Nyeri County,Karima Ward,Bliss GVS Health Care Center Othaya
Nyeri County,Karima Ward,Gatugi Mission Dispensary
Nyeri County,Karima Ward,Karima Catholic Dispensary
Nyeri County,Karima Ward,Karima Dispensary (Nyeri South)
Nyeri County,Karima Ward,Kianganda Dispensary
Nyeri County,Karima Ward,Manjo Health Clinic
Nyeri County,Karima Ward,Mwendwa Medical Clinic
Nyeri County,Karima Ward,Rafiki Itara Medical Clinic
Nyeri County,Karima Ward,Silvercrest Medical Clinic
Nyeri County,Karima Ward,Thunguri Medical Clinic
Nyeri County,Karima Ward,Witima Catholic Dispensary
Nyeri County,Karima Ward,Witima Health Centre
Nyeri County,Kiganjo/Mathari Ward,Central Dialysis And Diagnostic Center
Nyeri County,Kiganjo/Mathari Ward,Consolata Mission Hospital (Mathari)
Nyeri County,Kiganjo/Mathari Ward,Kahiga Dispensary
Nyeri County,Kiganjo/Mathari Ward,Kenya Police College Dispensary
Nyeri County,Kiganjo/Mathari Ward,Kiganjo Health Centre
Nyeri County,Kiganjo/Mathari Ward,Kiganjo Medical Care Clinic
Nyeri County,Kiganjo/Mathari Ward,Kihuyo Dispensary
Nyeri County,Kiganjo/Mathari Ward,Kimathi University College Medical Clinic
Nyeri County,Kiganjo/Mathari Ward,Kirichu Market Medical Clinic
Nyeri County,Kiganjo/Mathari Ward,Maina Kiganjo Health Clinic
Nyeri County,Kiganjo/Mathari Ward,Nyaribo Dispensary
Nyeri County,Kiganjo/Mathari Ward,Nyeri High School Clinic
Nyeri County,Kiganjo/Mathari Ward,Nyeri Hill (PCEA) Dispensary
Nyeri County,Kiganjo/Mathari Ward,Shalom CNS  clinic
Nyeri County,Kirimukuyu Ward,Elite Medical Clinic (Mathira West)
Nyeri County,Kirimukuyu Ward,Health Choice Medical clinic
Nyeri County,Kirimukuyu Ward,Kaiyaba Dispensary
Nyeri County,Kirimukuyu Ward,Karogoto Dispensary
Nyeri County,Kirimukuyu Ward,Kianjogu Dispensary
Nyeri County,Kirimukuyu Ward,Kiawarigi Medical Clinic
Nyeri County,Kirimukuyu Ward,Kirimukuyu Medical Clinic
Nyeri County,Kirimukuyu Ward,LifeShades Medical Clinic
Nyeri County,Kirimukuyu Ward,Ngurumo Dispensary
Nyeri County,Kirimukuyu Ward,Tumutumu (PCEA) Hospital
Nyeri County,Kirimukuyu Ward,Wakamata Dispensary
Nyeri County,Konyu Ward,Gatina Dispensary
Nyeri County,Konyu Ward,Githima Dispensary
Nyeri County,Konyu Ward,Karindundu dispensary
Nyeri County,Konyu Ward,Kiamabara Health Centre
Nyeri County,Konyu Ward,Kiamabara community unit
Nyeri County,Konyu Ward,Martha Medical Clinic
Nyeri County,Konyu Ward,Mugi Medical Clinic
Nyeri County,Konyu Ward,Ndimaini Dispensary
Nyeri County,Konyu Ward,Ndimaini Medical Clinic
Nyeri County,Konyu Ward,Ndimaini medical clinic
Nyeri County,Magutu Ward,Gatei Dispensary
Nyeri County,Magutu Ward,Gathehu Dispensary
Nyeri County,Magutu Ward,Giakaibei Catholic Dispensary
Nyeri County,Magutu Ward,Gitima-ini Dispensary
Nyeri County,Magutu Ward,Gitimaini dispensary
Nyeri County,Magutu Ward,Gitunduti Medical Clinic
Nyeri County,Magutu Ward,Goshen Medical Clinic
Nyeri County,Magutu Ward,Kims Medical Clinic
Nyeri County,Magutu Ward,Magutu (PCEA) Dispensary
Nyeri County,Magutu Ward,St Patricks Nursing Home
Nyeri County,Magutu Ward,Tumaini Medical Clinic (Nyeri North)
Nyeri County,Mahiga Ward,Afya Mashinani Medical Centre (Gachami)
Nyeri County,Mahiga Ward,Ebenezer Medical Clinic (Nyeri South)
Nyeri County,Mahiga Ward,Gitugi Dispensary (Nyeri South)
Nyeri County,Mahiga Ward,Kagere Dispensary
Nyeri County,Mahiga Ward,Kagonye Dispensary
Nyeri County,Mahiga Ward,Kamoko Health Centre
Nyeri County,Mahiga Ward,Kihome Dispensary
Nyeri County,Mahiga Ward,Kihome Medical Clinic
Nyeri County,Mahiga Ward,Mahiga (PCEA) Dispensary
Nyeri County,Mahiga Ward,Munyange (Aipca) Dispensary
Nyeri County,Mahiga Ward,Munyange Gikoe Dispensary
Nyeri County,Mahiga Ward,Salama Medical Clinic
Nyeri County,Mahiga Ward,St davis Medical Clinic
Nyeri County,Mahiga Ward,Stephen's Medical clinicClinic
Nyeri County,Mahiga Ward,Supreme Medical Clinic
Nyeri County,Mahiga Ward,Thoome  B Medical Clinic
Nyeri County,Mugunda Ward,Bellevue Health Centre
Nyeri County,Mugunda Ward,Emmanuel Medical Clinic (Nyeri North)
Nyeri County,Mugunda Ward,Iwam Medical Clinic
Nyeri County,Mugunda Ward,Karemeno Health Centre
Nyeri County,Mugunda Ward,Kiambogo Dispensary Kieni west
Nyeri County,Mugunda Ward,Kiambogo Medical Clinic
Nyeri County,Mugunda Ward,Kiawara Medical Clinic
Nyeri County,Mugunda Ward,Lamuria Dispensary (Nyeri North)
Nyeri County,Mugunda Ward,Marina Medical Clinic
Nyeri County,Mugunda Ward,Mother Elizabeth Mugunda Dispensary
Nyeri County,Mugunda Ward,Mugunda Dispensary
Nyeri County,Mugunda Ward,Muthangira Dispensary
Nyeri County,Mugunda Ward,Mutungus Medical Clinic
Nyeri County,Mugunda Ward,Nairutia Medical Clinic
Nyeri County,Mugunda Ward,Neema Medical Clinic (Kieni West)
Nyeri County,Mugunda Ward,Reality Medical Clinic
Nyeri County,Mugunda Ward,Salama Medical Clinic
Nyeri County,Mugunda Ward,Smile Medical Clinic
Nyeri County,Mugunda Ward,St. Paul Medical Clinic
Nyeri County,Mugunda Ward,Steward Medical Clinic
Nyeri County,Mugunda Ward,Time Health Care
Nyeri County,Mugunda Ward,Westwood Health Care
Nyeri County,Mukurwe-ini Central Ward,AFYA BORA HEALTHCARE
Nyeri County,Mukurwe-ini Central Ward,Heart Springs Medical Centre
Nyeri County,Mukurwe-ini Central Ward,INDEX MEDICAL CLINIC
Nyeri County,Mukurwe-ini Central Ward,Ichamara Dispensary
Nyeri County,Mukurwe-ini Central Ward,Ichamara Medical Clinic
Nyeri County,Mukurwe-ini Central Ward,Kihuti Orthodox Clinic
Nyeri County,Mukurwe-ini Central Ward,Kimondo Medical Clinic
Nyeri County,Mukurwe-ini Central Ward,Kiuu Dispensary
Nyeri County,Mukurwe-ini Central Ward,Mukurweini District Hospital
Nyeri County,Mukurwe-ini Central Ward,Mukurweini Health Services
Nyeri County,Mukurwe-ini Central Ward,Nhera Clinic
Nyeri County,Mukurwe-ini Central Ward,Sunny Medical Clinic
Nyeri County,Mukurwe-ini Central Ward,Thangathi Health Centre
Nyeri County,Mukurwe-ini Central Ward,Thangathi Health Clinic
Nyeri County,Mukurwe-ini Central Ward,The Avenue Medical and Diagnostic Centre
Nyeri County,Mukurwe-ini West Ward,Gatura (PCEA) Dispensary
Nyeri County,Mukurwe-ini West Ward,Itara Medical Clinic
Nyeri County,Mukurwe-ini West Ward,Kaheti Dispensary & Maternity
Nyeri County,Mukurwe-ini West Ward,Ningaini Dispensary
Nyeri County,Mukurwe-ini West Ward,Njoki Dispensary
Nyeri County,Mukurwe-ini West Ward,St Michael Medical Clinic (Nyeri South)
Nyeri County,Mukurwe-ini West Ward,St Veronica Dispensary (Mukurweini)
Nyeri County,Mukurwe-ini West Ward,TAMBAYA MEDICAL CLINIC 
Nyeri County,Mukurwe-ini West Ward,Tambaya Dispensary
Nyeri County,Mukurwe-ini West Ward,Tambaya Medical Clinic
Nyeri County,Mukurwe-ini West Ward,Unique Tambaya Medical Clinic
Nyeri County,Mukurwe-ini West Ward,kahara medical clinic
Nyeri County,Mweiga Ward,Amboni Dispensary
Nyeri County,Mweiga Ward,Central Health Clinic
Nyeri County,Mweiga Ward,Faith Medical Clinic (Nyeri North)
Nyeri County,Mweiga Ward,Family Health Clinic
Nyeri County,Mweiga Ward,Green Hill Medical Clinic
Nyeri County,Mweiga Ward,Honi (PCEA) Dispensary
Nyeri County,Mweiga Ward,Ikumari Medical Clinic
Nyeri County,Mweiga Ward,Mary Immaculate Hospital (Nyeri North)
Nyeri County,Mweiga Ward,Muruguru Medical Clinic (Nyeri North)
Nyeri County,Mweiga Ward,Mweiga  Medical Care
Nyeri County,Mweiga Ward,Mweiga Estate Medical Clinic
Nyeri County,Mweiga Ward,Mweiga Health Centre
Nyeri County,Mweiga Ward,Mweiga Rural Health Clinic
Nyeri County,Mweiga Ward,Mwereri Sunrise Medical Clinic
Nyeri County,Mweiga Ward,Mwireri Sunrise Medical Clinic
Nyeri County,Mweiga Ward,Nyeri Medical & Diabetic Centre
Nyeri County,Mweiga Ward,Our Choice Medical Clinic
Nyeri County,Mweiga Ward,Purity Medical Clinic
Nyeri County,Mweiga Ward,Silver Line Medical Clinic
Nyeri County,Mweiga Ward,St Joseph Brothers
Nyeri County,Mwiyogo/Endarasha Ward,Afya Bora Wasonyiro Medical Clinic
Nyeri County,Mwiyogo/Endarasha Ward,Amani Clinic
Nyeri County,Mwiyogo/Endarasha Ward,Belwop MarcAnderson Community Health Centre
Nyeri County,Mwiyogo/Endarasha Ward,Belwop Mark Aderson health centre
Nyeri County,Mwiyogo/Endarasha Ward,Bethsaida (PCEA) Dispensary (Nyeri)
Nyeri County,Mwiyogo/Endarasha Ward,Ebenezer Medical Clinic (Nyeri North)
Nyeri County,Mwiyogo/Endarasha Ward,Eloi Medical clinic
Nyeri County,Mwiyogo/Endarasha Ward,Endarasha Medical Clinic
Nyeri County,Mwiyogo/Endarasha Ward,Endarasha Rural Health Centre
Nyeri County,Mwiyogo/Endarasha Ward,Gitegi Medical clinic
Nyeri County,Mwiyogo/Endarasha Ward,Good Hope Medical Clinic
Nyeri County,Mwiyogo/Endarasha Ward,Heshima Medical Clinic
Nyeri County,Mwiyogo/Endarasha Ward,Karandi Health Clinic
Nyeri County,Mwiyogo/Endarasha Ward,Kinyaiti Dispensary
Nyeri County,Mwiyogo/Endarasha Ward,Labura Medical Clinic
Nyeri County,Mwiyogo/Endarasha Ward,Labura/Babito Medical Clinic
Nyeri County,Mwiyogo/Endarasha Ward,Samaritan Medical Clinic
Nyeri County,Mwiyogo/Endarasha Ward,Sidia medical centre
Nyeri County,Mwiyogo/Endarasha Ward,Tumaini Baraka Medical Clinic
Nyeri County,Mwiyogo/Endarasha Ward,Wendiga Dispensary
Nyeri County,Naromoru/Kiamathaga Ward,Afya Medicare Clinic
Nyeri County,Naromoru/Kiamathaga Ward,Afya Njema Medical Clinic (Nyeri North)
Nyeri County,Naromoru/Kiamathaga Ward,Gatuamba Medical Clinic
Nyeri County,Naromoru/Kiamathaga Ward,Highway Medical Clinic (Nyeri North)
Nyeri County,Naromoru/Kiamathaga Ward,Hope Medical Clinic (Nyeri North)
Nyeri County,Naromoru/Kiamathaga Ward,Ideal Medical Clinic (Nyeri North)
Nyeri County,Naromoru/Kiamathaga Ward,Kamburaini Dispensary
Nyeri County,Naromoru/Kiamathaga Ward,Kiamathaga Dispensary
Nyeri County,Naromoru/Kiamathaga Ward,Kwa Lydia Medical Clinic
Nyeri County,Naromoru/Kiamathaga Ward,Lord of Mercy Clinic
Nyeri County,Naromoru/Kiamathaga Ward,Mt Kenya Narumoru Medical Clinic
Nyeri County,Naromoru/Kiamathaga Ward,Naromoru Health Centre
Nyeri County,Naromoru/Kiamathaga Ward,Naromoru Medical Clinic
Nyeri County,Naromoru/Kiamathaga Ward,Narumoru Catholic Dispensary
Nyeri County,Naromoru/Kiamathaga Ward,Narumoru Disabled Children's Home
Nyeri County,Naromoru/Kiamathaga Ward,St Patrick Nursing Home (Naromoru)
Nyeri County,Naromoru/Kiamathaga Ward,Unisante Medical Clinic
Nyeri County,Naromoru/Kiamathaga Ward,Universal Medical Clinic (Nyeri North)
Nyeri County,Naromoru/Kiamathaga Ward,Victory Medical Clinic
Nyeri County,Naromoru/Kiamathaga Ward,Vision Medical Clinic
Nyeri County,Rugi Ward,Gumba Health Centre
Nyeri County,Rugi Ward,Igana Dispensary
Nyeri County,Rugi Ward,Jamwa Medical Clinic
Nyeri County,Rugi Ward,Karundu Dispensary
Nyeri County,Rugi Ward,Karundu Medical Clinic
Nyeri County,Rugi Ward,Mama Joyce Medical Clinic.
Nyeri County,Rugi Ward,Mihuti Dispensary (Nyeri South)
Nyeri County,Rugi Ward,Mihuti Medical Clinic
Nyeri County,Rugi Ward,Mweru Dispensary (Nyeri South)
Nyeri County,Rugi Ward,Ngamwa Dispensary
Nyeri County,Rugi Ward,Ngamwa Medical Laboratory
Nyeri County,Rugi Ward,Njika Wega Medical Clinic
Nyeri County,Ruguru Ward,Cieni Dispensary
Nyeri County,Ruguru Ward,Emmanuel Community Health Clinic
Nyeri County,Ruguru Ward,Emmanuel Community Health Clinic(Kiamariga)
Nyeri County,Ruguru Ward,Gitunduti Catholic Dispensary
Nyeri County,Ruguru Ward,Iruri Dispensary (Mathira West)
Nyeri County,Ruguru Ward,Itiati Dispensary
Nyeri County,Ruguru Ward,Kabiruini Health Clinic
Nyeri County,Ruguru Ward,Kareri Medical Clinic
Nyeri County,Ruguru Ward,Mt Kenya Kabiruini Medical Clinic
Nyeri County,Ruguru Ward,Muthoni Medical Clinic
Nyeri County,Ruguru Ward,Ngandu Catholic Dispensary
Nyeri County,Ruguru Ward,Ngorano Health Centre
Nyeri County,Ruguru Ward,Ruguru Health Centre
Nyeri County,Ruguru Ward,Sagana State Lodge Dispensary
Nyeri County,Ruguru Ward,Wakagori Medicalclinic
Nyeri County,Ruring'u Ward,Afya Bora Medical Clinic (Nyeri South)
Nyeri County,Ruring'u Ward,Cancertect Medical centre
Nyeri County,Ruring'u Ward,Garlands Medical Center
Nyeri County,Ruring'u Ward,Joy Medical Clinic (Thunguma)
Nyeri County,Ruring'u Ward,Karia Health Centre (Nyeri South)
Nyeri County,Ruring'u Ward,Kiamwathi Medical Clinic
Nyeri County,Ruring'u Ward,Mary Immaculate (Ruringu)
Nyeri County,Ruring'u Ward,Meeting point CNS
Nyeri County,Ruring'u Ward,Ruringu Medical Clinic
Nyeri County,Ruring'u Ward,Thunguma Dispensary
Nyeri County,Ruring'u Ward,Thunguma Medical Clinic
Nyeri County,Ruring'u Ward,Waka Maternity Home
Nyeri County,Ruring'u Ward,Warui Medical Clinic
Nyeri County,Rware Ward,Afya Health Services
Nyeri County,Rware Ward,Agakhan Hosp
Nyeri County,Rware Ward,Annex Laboratory
Nyeri County,Rware Ward,BATIAN HEALTH CARE
Nyeri County,Rware Ward,Batian Eye Clinic
Nyeri County,Rware Ward,Batian Laboratory Services
Nyeri County,Rware Ward,Batian Medical Services
Nyeri County,Rware Ward,Bliss GVS Health care Limited
Nyeri County,Rware Ward,Bliss Medical Center Nyeri 2
Nyeri County,Rware Ward,Consolata Mathari Cathedral Annex
Nyeri County,Rware Ward,Consolata Mathari Cathedral Annex (Duplicate)
Nyeri County,Rware Ward,Cornerstone Medical Clinic (Nyeri Central)
Nyeri County,Rware Ward,Diana Medical Clinic
Nyeri County,Rware Ward,Dr A P Gupta Radiological Clinic
Nyeri County,Rware Ward,Dr E K Ritho Paediatric Clinic
Nyeri County,Rware Ward,Dr E Kanyi Dental Clinic
Nyeri County,Rware Ward,Dr Irungu Mwangi Dermatology Clinic
Nyeri County,Rware Ward,Dr Kanina B K Urology Clinic
Nyeri County,Rware Ward,Dr Kariuki N M Psychiatric Clinic
Nyeri County,Rware Ward,Dr L G Mburu Radiological Clinic
Nyeri County,Rware Ward,Dr L L M Muturi Medical Clinic
Nyeri County,Rware Ward,Dr M H Shah Medical Clinic
Nyeri County,Rware Ward,Dr M M Gichangi Opthamological Clinic
Nyeri County,Rware Ward,Dr M M Mburu Gynae / Obstretric Clinic
Nyeri County,Rware Ward,Dr Mate Gynae/Obstetic Clinic
Nyeri County,Rware Ward,Dr Mukui F K Psychiatric Clinic
Nyeri County,Rware Ward,Dr Mwangi Medical Clinic
Nyeri County,Rware Ward,Dr N N Ngugi Dental Clinic
Nyeri County,Rware Ward,Dr Ndungu Wamburu Clinic
Nyeri County,Rware Ward,Dr Njue M G Pathological Clinic
Nyeri County,Rware Ward,Dr P K Kapombe Dental Clinic
Nyeri County,Rware Ward,Dr P M Mbugua
Nyeri County,Rware Ward,Dr Paul S Njuguna Healthwise Medical Centre Ltd
Nyeri County,Rware Ward,Dr U N Kanani Dental Clinic
Nyeri County,Rware Ward,Dr V M Muyembe Orthopaedic Clinic
Nyeri County,Rware Ward,Elephant Dental Nyeri Clinic
Nyeri County,Rware Ward,Emmanuel Medical Clinic
Nyeri County,Rware Ward,Equity Afia Medical Clinic
Nyeri County,Rware Ward,Faith medical Laboratory
Nyeri County,Rware Ward,Family Planning Association of Kenya Clinic (Nyeri)
Nyeri County,Rware Ward,Family Smiles Dental Clinic
Nyeri County,Rware Ward,GK Prison Dispensary (Kingongo)
